E2,Time,Celsius(�C),Humidity(%rh),Dew Point(�C),Serial Number
2891,2023-10-29 12:50:00,13.5,78,9.7,
2892,2023-10-29 12:55:00,13.5,78,9.7,
2893,2023-10-29 13:00:00,14,78,10.2,
2894,2023-10-29 13:05:00,14,77.5,10.1,
2895,2023-10-29 13:10:00,14,77.5,10.1,
2896,2023-10-29 13:15:00,13.5,77.5,9.6,
2897,2023-10-29 13:20:00,13.5,77.5,9.6,
2898,2023-10-29 13:25:00,14,77.5,10.1,
2899,2023-10-29 13:30:00,14,77.5,10.1,
2900,2023-10-29 13:35:00,14,77.5,10.1,
2901,2023-10-29 13:40:00,14,77.5,10.1,
2902,2023-10-29 13:45:00,14,77.5,10.1,
2903,2023-10-29 13:50:00,14,77.5,10.1,
2904,2023-10-29 13:55:00,14,77.5,10.1,
2905,2023-10-29 14:00:00,14,77.5,10.1,
2906,2023-10-29 14:05:00,14,77.5,10.1,
2907,2023-10-29 14:10:00,14,77.5,10.1,
2908,2023-10-29 14:15:00,14,77.5,10.1,
2909,2023-10-29 14:20:00,14,77.5,10.1,
2910,2023-10-29 14:25:00,14,77.5,10.1,
2911,2023-10-29 14:30:00,14,77.5,10.1,
2912,2023-10-29 14:35:00,14,77.5,10.1,
2913,2023-10-29 14:40:00,14,77.5,10.1,
2914,2023-10-29 14:45:00,14,77.5,10.1,
2915,2023-10-29 14:50:00,14,77.5,10.1,
2916,2023-10-29 14:55:00,14,77.5,10.1,
2917,2023-10-29 15:00:00,14,77.5,10.1,
2918,2023-10-29 15:05:00,14,77.5,10.1,
2919,2023-10-29 15:10:00,14,77.5,10.1,
2920,2023-10-29 15:15:00,14,77.5,10.1,
2921,2023-10-29 15:20:00,14,78,10.2,
2922,2023-10-29 15:25:00,14,78,10.2,
2923,2023-10-29 15:30:00,14,78,10.2,
2924,2023-10-29 15:35:00,14,78,10.2,
2925,2023-10-29 15:40:00,14,78,10.2,
2926,2023-10-29 15:45:00,13.5,78,9.7,
2927,2023-10-29 15:50:00,13.5,78,9.7,
2928,2023-10-29 15:55:00,13.5,78,9.7,
2929,2023-10-29 16:00:00,13.5,78,9.7,
2930,2023-10-29 16:05:00,13.5,78,9.7,
2931,2023-10-29 16:10:00,13.5,78,9.7,
2932,2023-10-29 16:15:00,13.5,78,9.7,
2933,2023-10-29 16:20:00,13.5,78.5,9.8,
2934,2023-10-29 16:25:00,13.5,78.5,9.8,
2935,2023-10-29 16:30:00,13.5,78,9.7,
2936,2023-10-29 16:35:00,13.5,78,9.7,
2937,2023-10-29 16:40:00,13.5,78.5,9.8,
2938,2023-10-29 16:45:00,13.5,78.5,9.8,
2939,2023-10-29 16:50:00,13.5,78.5,9.8,
2940,2023-10-29 16:55:00,13.5,78.5,9.8,
2941,2023-10-29 17:00:00,13.5,78.5,9.8,
2942,2023-10-29 17:05:00,13.5,78.5,9.8,
2943,2023-10-29 17:10:00,13.5,78,9.7,
2944,2023-10-29 17:15:00,13.5,78.5,9.8,
2945,2023-10-29 17:20:00,13.5,78,9.7,
2946,2023-10-29 17:25:00,13.5,78,9.7,
2947,2023-10-29 17:30:00,13.5,78,9.7,
2948,2023-10-29 17:35:00,13.5,78,9.7,
2949,2023-10-29 17:40:00,13.5,78,9.7,
2950,2023-10-29 17:45:00,13.5,78,9.7,
2951,2023-10-29 17:50:00,13.5,78,9.7,
2952,2023-10-29 17:55:00,13.5,78,9.7,
2953,2023-10-29 18:00:00,13.5,78,9.7,
2954,2023-10-29 18:05:00,13.5,78,9.7,
2955,2023-10-29 18:10:00,13.5,78,9.7,
2956,2023-10-29 18:15:00,13.5,78,9.7,
2957,2023-10-29 18:20:00,13.5,78,9.7,
2958,2023-10-29 18:25:00,13,78,9.3,
2959,2023-10-29 18:30:00,13,78,9.3,
2960,2023-10-29 18:35:00,13,78,9.3,
2961,2023-10-29 18:40:00,13,77.5,9.2,
2962,2023-10-29 18:45:00,13,77.5,9.2,
2963,2023-10-29 18:50:00,13,77.5,9.2,
2964,2023-10-29 18:55:00,13,77.5,9.2,
2965,2023-10-29 19:00:00,13,77.5,9.2,
2966,2023-10-29 19:05:00,13,77.5,9.2,
2967,2023-10-29 19:10:00,13,77.5,9.2,
2968,2023-10-29 19:15:00,13,77.5,9.2,
2969,2023-10-29 19:20:00,13,77.5,9.2,
2970,2023-10-29 19:25:00,13,77.5,9.2,
2971,2023-10-29 19:30:00,13,77.5,9.2,
2972,2023-10-29 19:35:00,13,77.5,9.2,
2973,2023-10-29 19:40:00,13,77.5,9.2,
2974,2023-10-29 19:45:00,13,77.5,9.2,
2975,2023-10-29 19:50:00,13,77,9.1,
2976,2023-10-29 19:55:00,13,77,9.1,
2977,2023-10-29 20:00:00,13,77,9.1,
2978,2023-10-29 20:05:00,13,77,9.1,
2979,2023-10-29 20:10:00,13,77,9.1,
2980,2023-10-29 20:15:00,13,77,9.1,
2981,2023-10-29 20:20:00,13,77,9.1,
2982,2023-10-29 20:25:00,13,77,9.1,
2983,2023-10-29 20:30:00,13,77,9.1,
2984,2023-10-29 20:35:00,13,77,9.1,
2985,2023-10-29 20:40:00,13,77,9.1,
2986,2023-10-29 20:45:00,13,77,9.1,
2987,2023-10-29 20:50:00,13,77,9.1,
2988,2023-10-29 20:55:00,13,77,9.1,
2989,2023-10-29 21:00:00,13,77,9.1,
2990,2023-10-29 21:05:00,13,77,9.1,
2991,2023-10-29 21:10:00,13,77,9.1,
2992,2023-10-29 21:15:00,13,76.5,9,
2993,2023-10-29 21:20:00,13,76.5,9,
2994,2023-10-29 21:25:00,13,77,9.1,
2995,2023-10-29 21:30:00,13,77,9.1,
2996,2023-10-29 21:35:00,13,77,9.1,
2997,2023-10-29 21:40:00,13,77,9.1,
2998,2023-10-29 21:45:00,13,77,9.1,
2999,2023-10-29 21:50:00,13,77,9.1,
3000,2023-10-29 21:55:00,13,77,9.1,
3001,2023-10-29 22:00:00,13,77,9.1,
3002,2023-10-29 22:05:00,13,77,9.1,
3003,2023-10-29 22:10:00,13,77,9.1,
3004,2023-10-29 22:15:00,13,77,9.1,
3005,2023-10-29 22:20:00,13,77,9.1,
3006,2023-10-29 22:25:00,13,77,9.1,
3007,2023-10-29 22:30:00,13,77,9.1,
3008,2023-10-29 22:35:00,13,77,9.1,
3009,2023-10-29 22:40:00,13,77,9.1,
3010,2023-10-29 22:45:00,13,77,9.1,
3011,2023-10-29 22:50:00,13,77,9.1,
3012,2023-10-29 22:55:00,13,77,9.1,
3013,2023-10-29 23:00:00,13,77.5,9.2,
3014,2023-10-29 23:05:00,12.5,77,8.6,
3015,2023-10-29 23:10:00,12.5,77,8.6,
3016,2023-10-29 23:15:00,12.5,77.5,8.7,
3017,2023-10-29 23:20:00,12.5,77.5,8.7,
3018,2023-10-29 23:25:00,12.5,77.5,8.7,
3019,2023-10-29 23:30:00,12.5,77.5,8.7,
3020,2023-10-29 23:35:00,12.5,77.5,8.7,
3021,2023-10-29 23:40:00,12.5,77.5,8.7,
3022,2023-10-29 23:45:00,12.5,77.5,8.7,
3023,2023-10-29 23:50:00,12.5,77.5,8.7,
3024,2023-10-29 23:55:00,12.5,77.5,8.7,
3025,2023-10-30 00:00:00,12.5,77.5,8.7,
3026,2023-10-30 00:05:00,12.5,77.5,8.7,
3027,2023-10-30 00:10:00,12.5,77.5,8.7,
3028,2023-10-30 00:15:00,12.5,77.5,8.7,
3029,2023-10-30 00:20:00,12.5,77.5,8.7,
3030,2023-10-30 00:25:00,12.5,78,8.8,
3031,2023-10-30 00:30:00,12.5,77.5,8.7,
3032,2023-10-30 00:35:00,12.5,78,8.8,
3033,2023-10-30 00:40:00,12.5,78,8.8,
3034,2023-10-30 00:45:00,12.5,78,8.8,
3035,2023-10-30 00:50:00,12.5,78,8.8,
3036,2023-10-30 00:55:00,12.5,78,8.8,
3037,2023-10-30 01:00:00,12.5,78,8.8,
3038,2023-10-30 01:05:00,12.5,78,8.8,
3039,2023-10-30 01:10:00,12.5,78,8.8,
3040,2023-10-30 01:15:00,12.5,78,8.8,
3041,2023-10-30 01:20:00,12.5,78,8.8,
3042,2023-10-30 01:25:00,12.5,78,8.8,
3043,2023-10-30 01:30:00,12.5,78,8.8,
3044,2023-10-30 01:35:00,12.5,78,8.8,
3045,2023-10-30 01:40:00,12.5,78,8.8,
3046,2023-10-30 01:45:00,12.5,78.5,8.9,
3047,2023-10-30 01:50:00,12.5,78.5,8.9,
3048,2023-10-30 01:55:00,12.5,78,8.8,
3049,2023-10-30 02:00:00,12.5,78,8.8,
3050,2023-10-30 02:05:00,12.5,78,8.8,
3051,2023-10-30 02:10:00,12.5,78,8.8,
3052,2023-10-30 02:15:00,12.5,78,8.8,
3053,2023-10-30 02:20:00,12.5,78,8.8,
3054,2023-10-30 02:25:00,12.5,78,8.8,
3055,2023-10-30 02:30:00,12.5,78,8.8,
3056,2023-10-30 02:35:00,12.5,78,8.8,
3057,2023-10-30 02:40:00,12.5,78,8.8,
3058,2023-10-30 02:45:00,12.5,78.5,8.9,
3059,2023-10-30 02:50:00,12.5,78,8.8,
3060,2023-10-30 02:55:00,12.5,78.5,8.9,
3061,2023-10-30 03:00:00,12.5,78,8.8,
3062,2023-10-30 03:05:00,12.5,78,8.8,
3063,2023-10-30 03:10:00,12.5,78,8.8,
3064,2023-10-30 03:15:00,12.5,78,8.8,
3065,2023-10-30 03:20:00,12.5,78,8.8,
3066,2023-10-30 03:25:00,12.5,78,8.8,
3067,2023-10-30 03:30:00,12.5,78,8.8,
3068,2023-10-30 03:35:00,12.5,78,8.8,
3069,2023-10-30 03:40:00,12.5,78,8.8,
3070,2023-10-30 03:45:00,12,78,8.3,
3071,2023-10-30 03:50:00,12,78,8.3,
3072,2023-10-30 03:55:00,12,78,8.3,
3073,2023-10-30 04:00:00,12,78,8.3,
3074,2023-10-30 04:05:00,12,78,8.3,
3075,2023-10-30 04:10:00,12,78.5,8.4,
3076,2023-10-30 04:15:00,12,78.5,8.4,
3077,2023-10-30 04:20:00,12,78.5,8.4,
3078,2023-10-30 04:25:00,12,78,8.3,
3079,2023-10-30 04:30:00,12,78.5,8.4,
3080,2023-10-30 04:35:00,12,78,8.3,
3081,2023-10-30 04:40:00,12,78,8.3,
3082,2023-10-30 04:45:00,12,78,8.3,
3083,2023-10-30 04:50:00,12,78,8.3,
3084,2023-10-30 04:55:00,12,78,8.3,
3085,2023-10-30 05:00:00,12,78,8.3,
3086,2023-10-30 05:05:00,12,78,8.3,
3087,2023-10-30 05:10:00,12,78,8.3,
3088,2023-10-30 05:15:00,12,78,8.3,
3089,2023-10-30 05:20:00,12,78,8.3,
3090,2023-10-30 05:25:00,12,78,8.3,
3091,2023-10-30 05:30:00,12,78,8.3,
3092,2023-10-30 05:35:00,12,78,8.3,
3093,2023-10-30 05:40:00,12,78,8.3,
3094,2023-10-30 05:45:00,12,77.5,8.2,
3095,2023-10-30 05:50:00,12,77.5,8.2,
3096,2023-10-30 05:55:00,12,77.5,8.2,
3097,2023-10-30 06:00:00,12,77.5,8.2,
3098,2023-10-30 06:05:00,12,77.5,8.2,
3099,2023-10-30 06:10:00,12,77,8.1,
3100,2023-10-30 06:15:00,12,77.5,8.2,
3101,2023-10-30 06:20:00,12,77,8.1,
3102,2023-10-30 06:25:00,12,77,8.1,
3103,2023-10-30 06:30:00,12,77,8.1,
3104,2023-10-30 06:35:00,12,77,8.1,
3105,2023-10-30 06:40:00,12,77,8.1,
3106,2023-10-30 06:45:00,12,77,8.1,
3107,2023-10-30 06:50:00,12,77,8.1,
3108,2023-10-30 06:55:00,12,77,8.1,
3109,2023-10-30 07:00:00,12,77,8.1,
3110,2023-10-30 07:05:00,12,77,8.1,
3111,2023-10-30 07:10:00,12,77,8.1,
3112,2023-10-30 07:15:00,12,77,8.1,
3113,2023-10-30 07:20:00,12,77,8.1,
3114,2023-10-30 07:25:00,12,77,8.1,
3115,2023-10-30 07:30:00,12,77,8.1,
3116,2023-10-30 07:35:00,12,77,8.1,
3117,2023-10-30 07:40:00,12,77,8.1,
3118,2023-10-30 07:45:00,12,77,8.1,
3119,2023-10-30 07:50:00,12,77,8.1,
3120,2023-10-30 07:55:00,12,77,8.1,
3121,2023-10-30 08:00:00,12,77,8.1,
3122,2023-10-30 08:05:00,12,77,8.1,
3123,2023-10-30 08:10:00,12,77,8.1,
3124,2023-10-30 08:15:00,12,77,8.1,
3125,2023-10-30 08:20:00,12,77,8.1,
3126,2023-10-30 08:25:00,12,77,8.1,
3127,2023-10-30 08:30:00,12,77,8.1,
3128,2023-10-30 08:35:00,12,77,8.1,
3129,2023-10-30 08:40:00,12,77,8.1,
3130,2023-10-30 08:45:00,12,77,8.1,
3131,2023-10-30 08:50:00,12,77,8.1,
3132,2023-10-30 08:55:00,12,76.5,8,
3133,2023-10-30 09:00:00,12,77,8.1,
3134,2023-10-30 09:05:00,12,79.5,8.6,
3135,2023-10-30 09:10:00,12,79.5,8.6,
3136,2023-10-30 09:15:00,12,79,8.5,
3137,2023-10-30 09:20:00,12,79,8.5,
3138,2023-10-30 09:25:00,12,79,8.5,
3139,2023-10-30 09:30:00,12,80,8.7,
3140,2023-10-30 09:35:00,12,79.5,8.6,
3141,2023-10-30 09:40:00,12,79.5,8.6,
3142,2023-10-30 09:45:00,12,79.5,8.6,
3143,2023-10-30 09:50:00,12,79,8.5,
3144,2023-10-30 09:55:00,12,79,8.5,
3145,2023-10-30 10:00:00,12,80,8.7,
3146,2023-10-30 10:05:00,12,79,8.5,
3147,2023-10-30 10:10:00,12,79,8.5,
3148,2023-10-30 10:15:00,12,80,8.7,
3149,2023-10-30 10:20:00,12.5,80.5,9.2,
3150,2023-10-30 10:25:00,12.5,80.5,9.2,
3151,2023-10-30 10:30:00,12.5,80.5,9.2,
3152,2023-10-30 10:35:00,12.5,81,9.3,
3153,2023-10-30 10:40:00,12.5,81,9.3,
3154,2023-10-30 10:45:00,12.5,81,9.3,
3155,2023-10-30 10:50:00,12.5,81.5,9.4,
3156,2023-10-30 10:55:00,12.5,81.5,9.4,
3157,2023-10-30 11:00:00,12.5,81.5,9.4,
3158,2023-10-30 11:05:00,12.5,81.5,9.4,
3159,2023-10-30 11:10:00,12.5,81.5,9.4,
3160,2023-10-30 11:15:00,12.5,81.5,9.4,
3161,2023-10-30 11:20:00,12.5,81.5,9.4,
3162,2023-10-30 11:25:00,12.5,82.5,9.6,
3163,2023-10-30 11:30:00,12.5,82.5,9.6,
3164,2023-10-30 11:35:00,12.5,82,9.5,
3165,2023-10-30 11:40:00,12.5,82,9.5,
3166,2023-10-30 11:45:00,12.5,81.5,9.4,
3167,2023-10-30 11:50:00,13,81,9.8,
3168,2023-10-30 11:55:00,13,80.5,9.7,
3169,2023-10-30 12:00:00,13,80,9.6,
3170,2023-10-30 12:05:00,13.5,79.5,10,
3171,2023-10-30 12:10:00,13.5,78.5,9.8,
3172,2023-10-30 12:15:00,14,78,10.2,
3173,2023-10-30 12:20:00,14,77.5,10.1,
3174,2023-10-30 12:25:00,14.5,76.5,10.4,
3175,2023-10-30 12:30:00,14.5,76,10.3,
3176,2023-10-30 12:35:00,15,75.5,10.7,
3177,2023-10-30 12:40:00,15,75,10.6,
3178,2023-10-30 12:45:00,15,76.5,10.9,
3179,2023-10-30 12:50:00,15,77.5,11.1,
3180,2023-10-30 12:55:00,15.5,77.5,11.6,
3181,2023-10-30 13:00:00,15,77,11,
3182,2023-10-30 13:05:00,15,77,11,
3183,2023-10-30 13:10:00,15.5,77,11.5,
3184,2023-10-30 13:15:00,15.5,77,11.5,
3185,2023-10-30 13:20:00,15.5,77,11.5,
3186,2023-10-30 13:25:00,15.5,77,11.5,
3187,2023-10-30 13:30:00,15.5,76.5,11.4,
3188,2023-10-30 13:35:00,15.5,76.5,11.4,
3189,2023-10-30 13:40:00,15.5,76.5,11.4,
3190,2023-10-30 13:45:00,15.5,77.5,11.6,
3191,2023-10-30 13:50:00,15.5,78.5,11.8,
3192,2023-10-30 13:55:00,15.5,79.5,12,
3193,2023-10-30 14:00:00,15.5,81,12.3,
3194,2023-10-30 14:05:00,15.5,82,12.4,
3195,2023-10-30 14:10:00,16,82.5,13,
3196,2023-10-30 14:15:00,16,84.5,13.4,
3197,2023-10-30 14:20:00,16,84.5,13.4,
3198,2023-10-30 14:25:00,16,84.5,13.4,
3199,2023-10-30 14:30:00,16,84,13.3,
3200,2023-10-30 14:35:00,16,84.5,13.4,
3201,2023-10-30 14:40:00,16,84,13.3,
3202,2023-10-30 14:45:00,16,83.5,13.2,
3203,2023-10-30 14:50:00,16,83,13.1,
3204,2023-10-30 14:55:00,16,82.5,13,
3205,2023-10-30 15:00:00,16.5,83.5,13.7,
3206,2023-10-30 15:05:00,16.5,85,14,
3207,2023-10-30 15:10:00,16.5,85,14,
3208,2023-10-30 15:15:00,16.5,85,14,
3209,2023-10-30 15:20:00,16.5,84.5,13.9,
3210,2023-10-30 15:25:00,16.5,84.5,13.9,
3211,2023-10-30 15:30:00,16,84,13.3,
3212,2023-10-30 15:35:00,16,84,13.3,
3213,2023-10-30 15:40:00,16,83.5,13.2,
3214,2023-10-30 15:45:00,16,83.5,13.2,
3215,2023-10-30 15:50:00,16,83,13.1,
3216,2023-10-30 15:55:00,16,83.5,13.2,
3217,2023-10-30 16:00:00,16,83.5,13.2,
3218,2023-10-30 16:05:00,16,83.5,13.2,
3219,2023-10-30 16:10:00,16,83,13.1,
3220,2023-10-30 16:15:00,16,83,13.1,
3221,2023-10-30 16:20:00,16,83.5,13.2,
3222,2023-10-30 16:25:00,16,83,13.1,
3223,2023-10-30 16:30:00,16,83,13.1,
3224,2023-10-30 16:35:00,16,83,13.1,
3225,2023-10-30 16:40:00,16,83,13.1,
3226,2023-10-30 16:45:00,16,82.5,13,
3227,2023-10-30 16:50:00,16,82.5,13,
3228,2023-10-30 16:55:00,16,82.5,13,
3229,2023-10-30 17:00:00,16,82,12.9,
3230,2023-10-30 17:05:00,16,82.5,13,
3231,2023-10-30 17:10:00,16,82,12.9,
3232,2023-10-30 17:15:00,16,82,12.9,
3233,2023-10-30 17:20:00,15.5,82,12.4,
3234,2023-10-30 17:25:00,15.5,82,12.4,
3235,2023-10-30 17:30:00,15.5,82,12.4,
3236,2023-10-30 17:35:00,15.5,82,12.4,
3237,2023-10-30 17:40:00,15.5,82,12.4,
3238,2023-10-30 17:45:00,15.5,82,12.4,
3239,2023-10-30 17:50:00,15.5,82,12.4,
3240,2023-10-30 17:55:00,15.5,82,12.4,
3241,2023-10-30 18:00:00,15,82,12,
3242,2023-10-30 18:05:00,15,82,12,
3243,2023-10-30 18:10:00,15,82,12,
3244,2023-10-30 18:15:00,15,82.5,12,
3245,2023-10-30 18:20:00,15,82.5,12,
3246,2023-10-30 18:25:00,15,83,12.1,
3247,2023-10-30 18:30:00,15,83.5,12.2,
3248,2023-10-30 18:35:00,15,83.5,12.2,
3249,2023-10-30 18:40:00,15,84,12.3,
3250,2023-10-30 18:45:00,15,84,12.3,
3251,2023-10-30 18:50:00,15,84,12.3,
3252,2023-10-30 18:55:00,15,84,12.3,
3253,2023-10-30 19:00:00,15,84,12.3,
3254,2023-10-30 19:05:00,15,84,12.3,
3255,2023-10-30 19:10:00,14.5,84,11.8,
3256,2023-10-30 19:15:00,14.5,84,11.8,
3257,2023-10-30 19:20:00,14.5,84,11.8,
3258,2023-10-30 19:25:00,14.5,84,11.8,
3259,2023-10-30 19:30:00,14.5,84,11.8,
3260,2023-10-30 19:35:00,14.5,84,11.8,
3261,2023-10-30 19:40:00,14.5,84,11.8,
3262,2023-10-30 19:45:00,14.5,83.5,11.7,
3263,2023-10-30 19:50:00,14.5,85.5,12.1,
3264,2023-10-30 19:55:00,14.5,85.5,12.1,
3265,2023-10-30 20:00:00,14.5,85.5,12.1,
3266,2023-10-30 20:05:00,14.5,86,12.2,
3267,2023-10-30 20:10:00,14.5,86,12.2,
3268,2023-10-30 20:15:00,14.5,86,12.2,
3269,2023-10-30 20:20:00,14.5,86,12.2,
3270,2023-10-30 20:25:00,14.5,86,12.2,
3271,2023-10-30 20:30:00,14.5,86,12.2,
3272,2023-10-30 20:35:00,14.5,85.5,12.1,
3273,2023-10-30 20:40:00,14.5,85.5,12.1,
3274,2023-10-30 20:45:00,14,85.5,11.6,
3275,2023-10-30 20:50:00,14,86,11.7,
3276,2023-10-30 20:55:00,14,86,11.7,
3277,2023-10-30 21:00:00,14,85.5,11.6,
3278,2023-10-30 21:05:00,14,85.5,11.6,
3279,2023-10-30 21:10:00,14,85,11.5,
3280,2023-10-30 21:15:00,14,85,11.5,
3281,2023-10-30 21:20:00,14,85,11.5,
3282,2023-10-30 21:25:00,14,85,11.5,
3283,2023-10-30 21:30:00,14,85,11.5,
3284,2023-10-30 21:35:00,14,84.5,11.4,
3285,2023-10-30 21:40:00,14,84.5,11.4,
3286,2023-10-30 21:45:00,14,84,11.3,
3287,2023-10-30 21:50:00,14,84,11.3,
3288,2023-10-30 21:55:00,14,84,11.3,
3289,2023-10-30 22:00:00,14,83.5,11.3,
3290,2023-10-30 22:05:00,14,83,11.2,
3291,2023-10-30 22:10:00,14,83,11.2,
3292,2023-10-30 22:15:00,14,83,11.2,
3293,2023-10-30 22:20:00,14,82.5,11.1,
3294,2023-10-30 22:25:00,14,82.5,11.1,
3295,2023-10-30 22:30:00,13.5,82.5,10.6,
3296,2023-10-30 22:35:00,13.5,82.5,10.6,
3297,2023-10-30 22:40:00,13.5,82.5,10.6,
3298,2023-10-30 22:45:00,13.5,82.5,10.6,
3299,2023-10-30 22:50:00,13.5,82.5,10.6,
3300,2023-10-30 22:55:00,13.5,82,10.5,
3301,2023-10-30 23:00:00,13.5,82,10.5,
3302,2023-10-30 23:05:00,13.5,82,10.5,
3303,2023-10-30 23:10:00,13.5,82,10.5,
3304,2023-10-30 23:15:00,13.5,82,10.5,
3305,2023-10-30 23:20:00,13.5,82,10.5,
3306,2023-10-30 23:25:00,13.5,82,10.5,
3307,2023-10-30 23:30:00,13.5,81.5,10.4,
3308,2023-10-30 23:35:00,13.5,81.5,10.4,
3309,2023-10-30 23:40:00,13.5,81.5,10.4,
3310,2023-10-30 23:45:00,13.5,81.5,10.4,
3311,2023-10-30 23:50:00,13.5,81,10.3,
3312,2023-10-30 23:55:00,13.5,81.5,10.4,
3313,2023-10-31 00:00:00,13.5,81.5,10.4,
3314,2023-10-31 00:05:00,13,81.5,9.9,
3315,2023-10-31 00:10:00,13,81.5,9.9,
3316,2023-10-31 00:15:00,13,81,9.8,
3317,2023-10-31 00:20:00,13,81,9.8,
3318,2023-10-31 00:25:00,13,81,9.8,
3319,2023-10-31 00:30:00,13,81,9.8,
3320,2023-10-31 00:35:00,13,81,9.8,
3321,2023-10-31 00:40:00,13,80.5,9.7,
3322,2023-10-31 00:45:00,13,80.5,9.7,
3323,2023-10-31 00:50:00,13,80.5,9.7,
3324,2023-10-31 00:55:00,13,80.5,9.7,
3325,2023-10-31 01:00:00,13,80.5,9.7,
3326,2023-10-31 01:05:00,13,80.5,9.7,
3327,2023-10-31 01:10:00,13,80.5,9.7,
3328,2023-10-31 01:15:00,13,80.5,9.7,
3329,2023-10-31 01:20:00,13,80,9.6,
3330,2023-10-31 01:25:00,13,80.5,9.7,
3331,2023-10-31 01:30:00,13,80,9.6,
3332,2023-10-31 01:35:00,13,79.5,9.5,
3333,2023-10-31 01:40:00,13,80,9.6,
3334,2023-10-31 01:45:00,13,80,9.6,
3335,2023-10-31 01:50:00,13,79,9.4,
3336,2023-10-31 01:55:00,13,80,9.6,
3337,2023-10-31 02:00:00,12.5,80,9.1,
3338,2023-10-31 02:05:00,12.5,79.5,9.1,
3339,2023-10-31 02:10:00,12.5,80,9.1,
3340,2023-10-31 02:15:00,12.5,80,9.1,
3341,2023-10-31 02:20:00,12.5,80,9.1,
3342,2023-10-31 02:25:00,12.5,80,9.1,
3343,2023-10-31 02:30:00,12.5,80,9.1,
3344,2023-10-31 02:35:00,12.5,80,9.1,
3345,2023-10-31 02:40:00,12.5,80,9.1,
3346,2023-10-31 02:45:00,12.5,80,9.1,
3347,2023-10-31 02:50:00,12.5,80,9.1,
3348,2023-10-31 02:55:00,12.5,79.5,9.1,
3349,2023-10-31 03:00:00,12.5,79.5,9.1,
3350,2023-10-31 03:05:00,12.5,79.5,9.1,
3351,2023-10-31 03:10:00,12.5,79.5,9.1,
3352,2023-10-31 03:15:00,12.5,79.5,9.1,
3353,2023-10-31 03:20:00,12.5,79.5,9.1,
3354,2023-10-31 03:25:00,12.5,79.5,9.1,
3355,2023-10-31 03:30:00,12,80,8.7,
3356,2023-10-31 03:35:00,12,79.5,8.6,
3357,2023-10-31 03:40:00,12,80,8.7,
3358,2023-10-31 03:45:00,12,79.5,8.6,
3359,2023-10-31 03:50:00,12,79.5,8.6,
3360,2023-10-31 03:55:00,12,79.5,8.6,
3361,2023-10-31 04:00:00,12,79.5,8.6,
3362,2023-10-31 04:05:00,12,79.5,8.6,
3363,2023-10-31 04:10:00,12,79.5,8.6,
3364,2023-10-31 04:15:00,12,79.5,8.6,
3365,2023-10-31 04:20:00,12,79.5,8.6,
3366,2023-10-31 04:25:00,12,79.5,8.6,
3367,2023-10-31 04:30:00,12,79.5,8.6,
3368,2023-10-31 04:35:00,12,79.5,8.6,
3369,2023-10-31 04:40:00,12,79.5,8.6,
3370,2023-10-31 04:45:00,12,79.5,8.6,
3371,2023-10-31 04:50:00,12,79,8.5,
3372,2023-10-31 04:55:00,12,79,8.5,
3373,2023-10-31 05:00:00,12,79,8.5,
3374,2023-10-31 05:05:00,12,79,8.5,
3375,2023-10-31 05:10:00,12,79,8.5,
3376,2023-10-31 05:15:00,12,79,8.5,
3377,2023-10-31 05:20:00,12,79,8.5,
3378,2023-10-31 05:25:00,12,79,8.5,
3379,2023-10-31 05:30:00,12,78.5,8.4,
3380,2023-10-31 05:35:00,12,78.5,8.4,
3381,2023-10-31 05:40:00,12,78.5,8.4,
3382,2023-10-31 05:45:00,12,79,8.5,
3383,2023-10-31 05:50:00,12,78.5,8.4,
3384,2023-10-31 05:55:00,12,79,8.5,
3385,2023-10-31 06:00:00,12,78.5,8.4,
3386,2023-10-31 06:05:00,12,78.5,8.4,
3387,2023-10-31 06:10:00,12,78,8.3,
3388,2023-10-31 06:15:00,12,78.5,8.4,
3389,2023-10-31 06:20:00,12,78.5,8.4,
3390,2023-10-31 06:25:00,12,78.5,8.4,
3391,2023-10-31 06:30:00,12,78.5,8.4,
3392,2023-10-31 06:35:00,12,78.5,8.4,
3393,2023-10-31 06:40:00,12,78.5,8.4,
3394,2023-10-31 06:45:00,12,78.5,8.4,
3395,2023-10-31 06:50:00,11.5,78.5,7.9,
3396,2023-10-31 06:55:00,11.5,78.5,7.9,
3397,2023-10-31 07:00:00,11.5,78.5,7.9,
3398,2023-10-31 07:05:00,11.5,78,7.8,
3399,2023-10-31 07:10:00,11.5,78.5,7.9,
3400,2023-10-31 07:15:00,11.5,78.5,7.9,
3401,2023-10-31 07:20:00,11.5,78.5,7.9,
3402,2023-10-31 07:25:00,11.5,78,7.8,
3403,2023-10-31 07:30:00,11.5,78,7.8,
3404,2023-10-31 07:35:00,11.5,78,7.8,
3405,2023-10-31 07:40:00,11.5,78,7.8,
3406,2023-10-31 07:45:00,11.5,78,7.8,
3407,2023-10-31 07:50:00,11.5,78,7.8,
3408,2023-10-31 07:55:00,11.5,78,7.8,
3409,2023-10-31 08:00:00,11.5,78,7.8,
3410,2023-10-31 08:05:00,11.5,78,7.8,
3411,2023-10-31 08:10:00,11.5,77.5,7.7,
3412,2023-10-31 08:15:00,11.5,77.5,7.7,
3413,2023-10-31 08:20:00,11.5,77.5,7.7,
3414,2023-10-31 08:25:00,11.5,77.5,7.7,
